Date_,deaths ,obs,res_case,setting,staff_case,type
06/12/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/12/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/12/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/12/2020,0.0,4,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/12/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/12/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/12/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/12/2020,0.0,8,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/12/2020,0.0,9,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/12/2020,0.0,10,3.0,Encampment - East LA,0.0,Homeless Encampment
06/12/2020,0.0,11,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/12/2020,0.0,12,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/12/2020,0.0,13,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/12/2020,0.0,14,3.0,Encampment - South LA,0.0,Homeless Encampment
06/12/2020,0.0,15,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/12/2020,1.0,16,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/12/2020,0.0,17,1.0,Encampment- Hollywood #4,0.0,Homeless Encampment
06/12/2020,0.0,18,1.0,Encampment-Hollywood #2,0.0,Homeless Encampment
06/12/2020,0.0,19,2.0,Encampment-Hollywood #3,0.0,Homeless Encampment
06/12/2020,0.0,20,7.0,Encampment-Sun Valley,0.0,Homeless Encampment
06/12/2020,0.0,21,1.0,Encampment-Wilshire Center,0.0,Homeless Encampment
06/12/2020,0.0,22,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/12/2020,0.0,23,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/12/2020,0.0,24,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/12/2020,0.0,25,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/12/2020,0.0,26,1.0,Hope For Home Pomona,0.0,Homeless Shelter
06/12/2020,0.0,27,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/12/2020,0.0,28,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/12/2020,0.0,29,11.0,La Family Housing,0.0,Homeless Shelter
06/12/2020,0.0,30,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/12/2020,1.0,31,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/12/2020,0.0,32,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/12/2020,0.0,33,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/12/2020,0.0,34,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/12/2020,0.0,35,1.0,Providence House,0.0,Homeless Shelter
06/12/2020,0.0,36,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/12/2020,0.0,37,2.0,Renewed Hope,0.0,Homeless Shelter
06/12/2020,0.0,38,1.0,Roots To Grow,0.0,Homeless Shelter
06/12/2020,0.0,39,6.0,Russ Hotel,0.0,Hotel Motel
06/12/2020,0.0,40,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/12/2020,0.0,41,1.0,Salvation Army Bell Shelter,5.0,Homeless Shelter
06/12/2020,0.0,42,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/12/2020,1.0,43,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/12/2020,0.0,44,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/12/2020,0.0,45,2.0,The Midnight Mission,0.0,Homeless Shelter
06/12/2020,0.0,46,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/12/2020,3.0,47,99.0,Union Rescue Mission,6.0,Homeless Shelter
06/12/2020,0.0,48,0.0,Volunteers of America - T House,1.0,Homeless Shelter
06/12/2020,0.0,49,7.0,Weingart Center AB109,1.0,Homeless Shelter
06/12/2020,0.0,50,1.0,Westchester Recreation Center,1.0,Homeless Shelter
06/12/2020,0.0,51,3.0,Westwood Recreation Center,4.0,Homeless Shelter
06/13/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/13/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/13/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/13/2020,0.0,4,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/13/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/13/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/13/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/13/2020,0.0,8,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/13/2020,0.0,9,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/13/2020,0.0,10,3.0,Encampment - East LA,0.0,Homeless Encampment
06/13/2020,0.0,11,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/13/2020,0.0,12,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/13/2020,0.0,13,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/13/2020,0.0,14,3.0,Encampment - South LA,0.0,Homeless Encampment
06/13/2020,0.0,15,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/13/2020,1.0,16,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/13/2020,0.0,17,1.0,Encampment- Hollywood #4,0.0,Homeless Encampment
06/13/2020,0.0,18,1.0,Encampment-Hollywood #2,0.0,Homeless Encampment
06/13/2020,0.0,19,2.0,Encampment-Hollywood #3,0.0,Homeless Encampment
06/13/2020,0.0,20,7.0,Encampment-Sun Valley,0.0,Homeless Encampment
06/13/2020,0.0,21,1.0,Encampment-Wilshire Center,0.0,Homeless Encampment
06/13/2020,0.0,22,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/13/2020,0.0,23,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/13/2020,0.0,24,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/13/2020,0.0,25,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/13/2020,0.0,26,1.0,Hope For Home Pomona,0.0,Homeless Shelter
06/13/2020,0.0,27,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/13/2020,0.0,28,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/13/2020,0.0,29,11.0,La Family Housing,0.0,Homeless Shelter
06/13/2020,0.0,30,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/13/2020,1.0,31,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/13/2020,0.0,32,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/13/2020,0.0,33,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/13/2020,0.0,34,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/13/2020,0.0,35,1.0,Providence House,0.0,Homeless Shelter
06/13/2020,0.0,36,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/13/2020,0.0,37,2.0,Renewed Hope,0.0,Homeless Shelter
06/13/2020,0.0,38,1.0,Roots To Grow,0.0,Homeless Shelter
06/13/2020,0.0,39,6.0,Russ Hotel,0.0,Hotel Motel
06/13/2020,0.0,40,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/13/2020,0.0,41,1.0,Salvation Army Bell Shelter,5.0,Homeless Shelter
06/13/2020,0.0,42,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/13/2020,1.0,43,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/13/2020,0.0,44,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/13/2020,0.0,45,2.0,The Midnight Mission,0.0,Homeless Shelter
06/13/2020,0.0,46,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/13/2020,3.0,47,99.0,Union Rescue Mission,6.0,Homeless Shelter
06/13/2020,0.0,48,0.0,Volunteers of America - T House,1.0,Homeless Shelter
06/13/2020,0.0,49,7.0,Weingart Center AB109,1.0,Homeless Shelter
06/13/2020,0.0,50,1.0,Westchester Recreation Center,1.0,Homeless Shelter
06/13/2020,0.0,51,3.0,Westwood Recreation Center,4.0,Homeless Shelter
06/14/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/14/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/14/2020,0.0,3,0.0,Bassett Park Winter Shelter,1.0,Homeless Shelter
06/14/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/14/2020,0.0,5,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/14/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/14/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/14/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/14/2020,0.0,9,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/14/2020,0.0,10,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/14/2020,0.0,11,3.0,Encampment - East LA,0.0,Homeless Encampment
06/14/2020,0.0,12,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
06/14/2020,0.0,13,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/14/2020,0.0,14,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/14/2020,0.0,15,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
06/14/2020,0.0,16,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/14/2020,0.0,17,3.0,Encampment - South LA,0.0,Homeless Encampment
06/14/2020,0.0,18,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/14/2020,1.0,19,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/14/2020,0.0,20,1.0,Encampment- Hollywood #4,0.0,Homeless Encampment
06/14/2020,0.0,21,1.0,Encampment-Hollywood #2,0.0,Homeless Encampment
06/14/2020,0.0,22,2.0,Encampment-Hollywood #3,0.0,Homeless Encampment
06/14/2020,0.0,23,7.0,Encampment-Sun Valley,0.0,Homeless Encampment
06/14/2020,0.0,24,1.0,Encampment-Wilshire Center,0.0,Homeless Encampment
06/14/2020,0.0,25,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/14/2020,0.0,26,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/14/2020,0.0,27,1.0,Grupo Empazar A Vivir,0.0,Homeless Shelter
06/14/2020,0.0,28,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/14/2020,0.0,29,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/14/2020,0.0,30,3.0,Hope For Home Pomona,0.0,Homeless Shelter
06/14/2020,0.0,31,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/14/2020,0.0,32,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/14/2020,0.0,33,11.0,La Family Housing,0.0,Homeless Shelter
06/14/2020,0.0,34,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/14/2020,1.0,35,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/14/2020,0.0,36,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/14/2020,0.0,37,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/14/2020,0.0,38,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/14/2020,0.0,39,1.0,Providence House,0.0,Homeless Shelter
06/14/2020,0.0,40,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/14/2020,0.0,41,2.0,Renewed Hope,0.0,Homeless Shelter
06/14/2020,0.0,42,1.0,Roots To Grow,0.0,Homeless Shelter
06/14/2020,0.0,43,6.0,Russ Hotel,0.0,Hotel Motel
06/14/2020,0.0,44,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/14/2020,0.0,45,1.0,Salvation Army Bell Shelter,5.0,Homeless Shelter
06/14/2020,0.0,46,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/14/2020,1.0,47,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/14/2020,0.0,48,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/14/2020,0.0,49,2.0,The Midnight Mission,0.0,Homeless Shelter
06/14/2020,0.0,50,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/14/2020,3.0,51,99.0,Union Rescue Mission,6.0,Homeless Shelter
06/15/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/15/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/15/2020,0.0,3,0.0,Bassett Park Winter Shelter,1.0,Homeless Shelter
06/15/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/15/2020,0.0,5,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/15/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/15/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/15/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/15/2020,0.0,9,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/15/2020,0.0,10,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/15/2020,0.0,11,3.0,Encampment - East LA,0.0,Homeless Encampment
06/15/2020,0.0,12,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
06/15/2020,0.0,13,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/15/2020,0.0,14,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/15/2020,0.0,15,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
06/15/2020,0.0,16,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/15/2020,0.0,17,3.0,Encampment - South LA,0.0,Homeless Encampment
06/15/2020,0.0,18,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/15/2020,1.0,19,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/15/2020,0.0,20,1.0,Encampment- Hollywood #4,0.0,Homeless Encampment
06/15/2020,0.0,21,1.0,Encampment-Hollywood #2,0.0,Homeless Encampment
06/15/2020,0.0,22,2.0,Encampment-Hollywood #3,0.0,Homeless Encampment
06/15/2020,0.0,23,7.0,Encampment-Sun Valley,0.0,Homeless Encampment
06/15/2020,0.0,24,1.0,Encampment-Wilshire Center,0.0,Homeless Encampment
06/15/2020,0.0,25,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/15/2020,0.0,26,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/15/2020,0.0,27,1.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
06/15/2020,0.0,28,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/15/2020,0.0,29,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/15/2020,0.0,30,3.0,Hope For Home Pomona,0.0,Homeless Shelter
06/15/2020,0.0,31,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/15/2020,0.0,32,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/15/2020,0.0,33,11.0,La Family Housing,0.0,Homeless Shelter
06/15/2020,0.0,34,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/15/2020,1.0,35,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/15/2020,0.0,36,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/15/2020,0.0,37,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/15/2020,0.0,38,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/15/2020,0.0,39,1.0,Providence House,0.0,Homeless Shelter
06/15/2020,0.0,40,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/15/2020,0.0,41,2.0,Renewed Hope,0.0,Homeless Shelter
06/15/2020,0.0,42,1.0,Roots To Grow,0.0,Homeless Shelter
06/15/2020,0.0,43,6.0,Russ Hotel,0.0,Hotel Motel
06/15/2020,0.0,44,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/15/2020,0.0,45,1.0,Salvation Army Bell Shelter,5.0,Homeless Shelter
06/15/2020,0.0,46,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/15/2020,1.0,47,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/15/2020,0.0,48,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/15/2020,0.0,49,2.0,The Midnight Mission,0.0,Homeless Shelter
06/15/2020,0.0,50,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/15/2020,3.0,51,99.0,Union Rescue Mission,6.0,Homeless Shelter
06/16/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/16/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/16/2020,0.0,3,0.0,Bassett Park Winter Shelter,1.0,Homeless Shelter
06/16/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/16/2020,0.0,5,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/16/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/16/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/16/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/16/2020,0.0,9,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/16/2020,0.0,10,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/16/2020,0.0,11,3.0,Encampment - East LA,0.0,Homeless Encampment
06/16/2020,0.0,12,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
06/16/2020,0.0,13,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/16/2020,0.0,14,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/16/2020,0.0,15,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
06/16/2020,0.0,16,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/16/2020,0.0,17,3.0,Encampment - South LA,0.0,Homeless Encampment
06/16/2020,0.0,18,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/16/2020,1.0,19,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/16/2020,0.0,20,1.0,Encampment- Hollywood #4,0.0,Homeless Encampment
06/16/2020,0.0,21,1.0,Encampment-Hollywood #2,0.0,Homeless Encampment
06/16/2020,0.0,22,2.0,Encampment-Hollywood #3,0.0,Homeless Encampment
06/16/2020,0.0,23,7.0,Encampment-Sun Valley,0.0,Homeless Encampment
06/16/2020,0.0,24,1.0,Encampment-Wilshire Center,0.0,Homeless Encampment
06/16/2020,0.0,25,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/16/2020,0.0,26,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/16/2020,0.0,27,1.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
06/16/2020,0.0,28,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/16/2020,0.0,29,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/16/2020,0.0,30,3.0,Hope For Home Pomona,0.0,Homeless Shelter
06/16/2020,0.0,31,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/16/2020,0.0,32,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/16/2020,0.0,33,11.0,La Family Housing,0.0,Homeless Shelter
06/16/2020,0.0,34,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/16/2020,1.0,35,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/16/2020,0.0,36,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/16/2020,0.0,37,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/16/2020,0.0,38,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/16/2020,0.0,39,1.0,Providence House,0.0,Homeless Shelter
06/16/2020,0.0,40,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/16/2020,0.0,41,2.0,Renewed Hope,0.0,Homeless Shelter
06/16/2020,0.0,42,1.0,Roots To Grow,0.0,Homeless Shelter
06/16/2020,0.0,43,6.0,Russ Hotel,0.0,Hotel Motel
06/16/2020,0.0,44,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/16/2020,0.0,45,1.0,Salvation Army Bell Shelter,5.0,Homeless Shelter
06/16/2020,0.0,46,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/16/2020,1.0,47,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/16/2020,0.0,48,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/16/2020,0.0,49,2.0,The Midnight Mission,0.0,Homeless Shelter
06/16/2020,0.0,50,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/16/2020,3.0,51,99.0,Union Rescue Mission,6.0,Homeless Shelter
06/17/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/17/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/17/2020,0.0,3,0.0,Bassett Park Winter Shelter,1.0,Homeless Shelter
06/17/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/17/2020,0.0,5,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/17/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/17/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/17/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/17/2020,0.0,9,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/17/2020,0.0,10,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/17/2020,0.0,11,3.0,Encampment - East LA,0.0,Homeless Encampment
06/17/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
06/17/2020,0.0,13,2.0,Encampment - Hollywood #3,0.0,Homeless Encampment
06/17/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
06/17/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
06/17/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
06/17/2020,0.0,17,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/17/2020,0.0,18,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/17/2020,0.0,19,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
06/17/2020,0.0,20,1.0,Encampment - South Gate,0.0,Homeless Encampment
06/17/2020,0.0,21,3.0,Encampment - South LA,0.0,Homeless Encampment
06/17/2020,0.0,22,7.0,Encampment - Sun Valley,0.0,Homeless Encampment
06/17/2020,0.0,23,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
06/17/2020,1.0,24,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
06/17/2020,0.0,25,1.0,Encampment - Wilshire Center,0.0,Homeless Encampment
06/17/2020,0.0,26,2.0,First To Serve - Coronado,2.0,Homeless Shelter
06/17/2020,0.0,27,0.0,Good Seed Shelter,1.0,Homeless Shelter
06/17/2020,0.0,28,1.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
06/17/2020,0.0,29,0.0,Harbor Recuperative Care,5.0,Recuperative Care Center
06/17/2020,0.0,30,2.0,Home At Last- Manchester,0.0,Homeless Shelter
06/17/2020,0.0,31,4.0,Hope For Home Pomona,0.0,Homeless Shelter
06/17/2020,0.0,32,1.0,Hope of The Valley Pacoima Winter Shelter,0.0,Homeless Shelter
06/17/2020,0.0,33,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
06/17/2020,0.0,34,11.0,La Family Housing,0.0,Homeless Shelter
06/17/2020,0.0,35,1.0,Los Angeles Mission - Anne Douglas Center,0.0,Homeless Shelter
06/17/2020,1.0,36,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
06/17/2020,0.0,37,2.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/17/2020,0.0,38,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/17/2020,0.0,39,0.0,Pathways Mens Shelter,1.0,Homeless Shelter
06/17/2020,0.0,40,1.0,Providence House,0.0,Homeless Shelter
06/17/2020,0.0,41,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/17/2020,0.0,42,2.0,Renewed Hope,0.0,Homeless Shelter
06/17/2020,0.0,43,1.0,Roots To Grow,0.0,Homeless Shelter
06/17/2020,0.0,44,6.0,Russ Hotel,0.0,Hotel Motel
06/17/2020,0.0,45,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/17/2020,0.0,46,1.0,Salvation Army Bell Shelter,6.0,Homeless Shelter
06/17/2020,0.0,47,2.0,Salvation Army Hope Harbor,0.0,Homeless Shelter
06/17/2020,1.0,48,0.0,"St. Matthew’s Lutheran Church, North Hollywood",1.0,Homeless Service Provider
06/17/2020,0.0,49,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/17/2020,0.0,50,2.0,The Midnight Mission,0.0,Homeless Shelter
06/17/2020,0.0,51,1.0,The Whole Child Interim Safe Families Shelter,0.0,Homeless Shelter
06/18/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
06/18/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
06/18/2020,0.0,3,0.0,Bassett Park Winter Shelter,1.0,Homeless Shelter
06/18/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
06/18/2020,0.0,5,1.0,Cheviot Hills Rec Center,0.0,Homeless Shelter
06/18/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
06/18/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
06/18/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
06/18/2020,0.0,9,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
06/18/2020,0.0,10,4.0,Encampment - Commerce,0.0,Homeless Encampment
06/18/2020,0.0,11,3.0,Encampment - East LA,0.0,Homeless Encampment
06/18/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
06/18/2020,0.0,13,2.0,Encampment - Hollywood #3,0.0,Homeless Encampment
06/18/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
06/18/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
06/18/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
06/18/2020,0.0,17,1.0,Encampment - McArthur Park,0.0,Homeless Encampment
06/18/2020,0.0,18,3.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
06/18/2020,0.0,19,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
06/18/2020,0.0,20,1.0,Encampment - South Gate,0.0,Homeless Encampment
