Date_,deaths ,obs,res_case,setting,staff_case,type
06/30/2020,0.0,48,3.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
06/30/2020,0.0,49,3.0,Outdoor Congregate Area - Boyle Heights,0.0,Homeless Encampment
06/30/2020,0.0,50,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
06/30/2020,0.0,51,0.0,Pathways Men's Shelter,1.0,Homeless Shelter
06/30/2020,0.0,52,1.0,Providence House,0.0,Homeless Shelter
06/30/2020,0.0,53,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
06/30/2020,0.0,54,2.0,Renewed Hope,0.0,Homeless Shelter
06/30/2020,0.0,55,1.0,Roots To Grow,0.0,Homeless Shelter
06/30/2020,0.0,56,7.0,Russ Hotel,0.0,Hotel Motel
06/30/2020,0.0,57,5.0,Safe Sleep Program,0.0,Homeless Encampment
06/30/2020,0.0,58,1.0,Salvation Army Bell Shelter,6.0,Homeless Shelter
06/30/2020,0.0,59,0.0,Serenity - Recuperative Care,1.0,Recuperative Care Center
06/30/2020,0.0,60,0.0,Steinmetz Shelter,2.0,Homeless Shelter
06/30/2020,0.0,61,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
06/30/2020,0.0,62,2.0,The Midnight Mission (1),0.0,Homeless Shelter
06/30/2020,0.0,63,1.0,The Midnight Mission (2),1.0,Homeless Shelter
06/30/2020,0.0,64,11.0,The Whole Child Interim Safe Families Shelter,2.0,Homeless Shelter
06/30/2020,3.0,65,100.0,Union Rescue Mission,7.0,Homeless Shelter
06/30/2020,0.0,66,0.0,Volunteers of America - T House,1.0,Homeless Shelter
06/30/2020,1.0,67,7.0,Weingart Center AB109,2.0,Homeless Shelter
06/30/2020,0.0,68,1.0,Westchester Recreation Center,0.0,Homeless Shelter
06/30/2020,0.0,69,3.0,Westwood Recreation Center,3.0,Homeless Shelter
06/30/2020,1.0,70,1.0,Zahn Memorial Center,0.0,Homeless Shelter
06/30/2020,8.0,Total,282.0,,48.0,
07/01/2020,0.0,1,1.0,A Bridge Home - St. Andrew's,0.0,Homeless Shelter
07/01/2020,0.0,2,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
07/01/2020,0.0,3,1.0,Bassett Park Winter Shelter,6.0,Homeless Shelter
07/01/2020,0.0,4,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
07/01/2020,0.0,5,1.0,Echo Park Recreation Center Shelter,0.0,Homeless Shelter
07/01/2020,0.0,6,2.0,Encampment - 27th District,0.0,Homeless Encampment
07/01/2020,0.0,7,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
07/01/2020,0.0,8,1.0,Encampment - Central LA,0.0,Homeless Encampment
07/01/2020,0.0,9,2.0,Encampment - Central LA #2,0.0,Homeless Encampment
07/01/2020,0.0,10,1.0,Encampment - Central LA #3,0.0,Homeless Encampment
07/01/2020,0.0,11,1.0,Encampment - Central LA #4,0.0,Homeless Encampment
07/01/2020,0.0,12,1.0,Encampment - Central LA #6,0.0,Homeless Encampment
07/01/2020,0.0,13,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
07/01/2020,0.0,14,4.0,Encampment - Commerce,0.0,Homeless Encampment
07/01/2020,0.0,15,3.0,Encampment - East LA,0.0,Homeless Encampment
07/01/2020,0.0,16,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
07/01/2020,0.0,17,3.0,Encampment - Hollywood #3,0.0,Homeless Encampment
07/01/2020,0.0,18,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
07/01/2020,0.0,19,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
07/01/2020,0.0,20,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
07/01/2020,0.0,21,4.0,Encampment - McArthur Park,0.0,Homeless Encampment
07/01/2020,0.0,22,2.0,Encampment - Nevin,0.0,Homeless Encampment
07/01/2020,0.0,23,1.0,Encampment - North Hollywood,0.0,Homeless Encampment
07/01/2020,0.0,24,4.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
07/01/2020,0.0,25,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
07/01/2020,0.0,26,1.0,Encampment - San Pedro,0.0,Homeless Encampment
07/01/2020,0.0,27,1.0,Encampment - South Gate,0.0,Homeless Encampment
07/01/2020,0.0,28,3.0,Encampment - South LA,0.0,Homeless Encampment
07/01/2020,0.0,29,7.0,Encampment - Sun Valley,0.0,Homeless Encampment
07/01/2020,0.0,30,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
07/01/2020,1.0,31,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
07/01/2020,0.0,32,1.0,Encampment - Wilshire Center,0.0,Homeless Encampment
07/01/2020,0.0,33,1.0,Encampment- Central LA #5,0.0,Homeless Encampment
07/01/2020,0.0,34,2.0,First To Serve - Coronado,2.0,Homeless Shelter
07/01/2020,0.0,35,1.0,Florence Apartments,0.0,Homeless Shelter
07/01/2020,0.0,36,0.0,Good Seed Shelter,1.0,Homeless Shelter
07/01/2020,0.0,37,9.0,Grupo 24 Horas de Alcoholicos Anoninmos Los Angeles,0.0,Homeless Shelter
07/01/2020,0.0,38,3.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
07/01/2020,1.0,39,1.0,Grupo Vida Y Bienestar,0.0,Homeless Shelter
07/01/2020,0.0,40,0.0,Harbor Recuperative Care (1),5.0,Recuperative Care Center
07/01/2020,0.0,41,1.0,Harbor Recuperative Care (2),0.0,Recuperative Care Center
07/01/2020,0.0,42,2.0,Home At Last- Manchester,0.0,Homeless Shelter
07/01/2020,0.0,43,11.0,Hope For Home Pomona,0.0,Homeless Shelter
07/01/2020,0.0,44,1.0,Hope of The Valley Pacoima Winter Shelter (1),0.0,Homeless Shelter
07/01/2020,0.0,45,0.0,Hope of The Valley Pacoima Winter Shelter (2),1.0,Homeless Shelter
07/01/2020,0.0,46,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
07/01/2020,0.0,47,0.0,Illumination Foundation Recuperative Care Alhambra,4.0,Recuperative Care Center
07/01/2020,0.0,48,0.0,Illumination Foundation Recuperative Care LA,4.0,Recuperative Care Center
07/01/2020,0.0,49,11.0,LA Family Housing,0.0,Homeless Shelter
07/01/2020,1.0,50,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
07/01/2020,0.0,51,3.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
07/01/2020,0.0,52,3.0,Outdoor Congregate Area - Boyle Heights,0.0,Homeless Encampment
07/01/2020,0.0,53,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
07/01/2020,0.0,54,0.0,Pathways Men's Shelter,1.0,Homeless Shelter
07/01/2020,0.0,55,1.0,Providence House,0.0,Homeless Shelter
07/01/2020,0.0,56,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
07/01/2020,0.0,57,2.0,Renewed Hope,0.0,Homeless Shelter
07/01/2020,0.0,58,1.0,Roots To Grow,0.0,Homeless Shelter
07/01/2020,0.0,59,7.0,Russ Hotel,0.0,Hotel Motel
07/01/2020,0.0,60,5.0,Safe Sleep Program,0.0,Homeless Encampment
07/01/2020,0.0,61,1.0,Salvation Army Bell Shelter,7.0,Homeless Shelter
07/01/2020,0.0,62,0.0,Serenity - Recuperative Care,1.0,Recuperative Care Center
07/01/2020,0.0,63,0.0,Steinmetz Shelter,4.0,Homeless Shelter
07/01/2020,0.0,64,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
07/01/2020,0.0,65,2.0,The Midnight Mission (1),0.0,Homeless Shelter
07/01/2020,0.0,66,1.0,The Midnight Mission (2),1.0,Homeless Shelter
07/01/2020,0.0,67,11.0,The Whole Child Interim Safe Families Shelter,2.0,Homeless Shelter
07/01/2020,3.0,68,100.0,Union Rescue Mission,7.0,Homeless Shelter
07/01/2020,0.0,69,2.0,Valerio House,0.0,Homeless Shelter
07/01/2020,0.0,70,0.0,Volunteers of America - T House,1.0,Homeless Shelter
07/01/2020,1.0,71,7.0,Weingart Center AB109,2.0,Homeless Shelter
07/01/2020,0.0,72,1.0,Westchester Recreation Center,0.0,Homeless Shelter
07/01/2020,0.0,73,3.0,Westwood Recreation Center,3.0,Homeless Shelter
07/01/2020,2.0,74,6.0,Zahn Memorial Center,3.0,Homeless Shelter
07/01/2020,9.0,Total,301.0,,56.0,
07/02/2020,0.0,1,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
07/02/2020,0.0,2,1.0,Bassett Park Winter Shelter,6.0,Homeless Shelter
07/02/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
07/02/2020,0.0,4,1.0,Echo Park Recreation Center Shelter,0.0,Homeless Shelter
07/02/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
07/02/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
07/02/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
07/02/2020,0.0,8,1.0,Encampment - Central LA #3,0.0,Homeless Encampment
07/02/2020,0.0,9,1.0,Encampment - Central LA #4,0.0,Homeless Encampment
07/02/2020,0.0,10,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
07/02/2020,0.0,11,4.0,Encampment - East LA,0.0,Homeless Encampment
07/02/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
07/02/2020,0.0,13,3.0,Encampment - Hollywood #3,0.0,Homeless Encampment
07/02/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
07/02/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
07/02/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
07/02/2020,0.0,17,4.0,Encampment - McArthur Park,0.0,Homeless Encampment
07/02/2020,0.0,18,2.0,Encampment - Nevin,0.0,Homeless Encampment
07/02/2020,0.0,19,1.0,Encampment - North Hollywood,0.0,Homeless Encampment
07/02/2020,0.0,20,4.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
07/02/2020,0.0,21,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
07/02/2020,0.0,22,1.0,Encampment - San Pedro,0.0,Homeless Encampment
07/02/2020,0.0,23,1.0,Encampment - South Gate,0.0,Homeless Encampment
07/02/2020,0.0,24,3.0,Encampment - South LA,0.0,Homeless Encampment
07/02/2020,0.0,25,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
07/02/2020,1.0,26,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
07/02/2020,0.0,27,1.0,Encampment - Wilshire Center,0.0,Homeless Encampment
07/02/2020,0.0,28,1.0,Encampment- Central LA #5,0.0,Homeless Encampment
07/02/2020,0.0,29,1.0,Florence Apartments,0.0,Homeless Shelter
07/02/2020,0.0,30,0.0,Good Seed Shelter,1.0,Homeless Shelter
07/02/2020,0.0,31,9.0,Grupo 24 Horas de Alcoholicos Anoninmos Los Angeles,0.0,Homeless Shelter
07/02/2020,0.0,32,3.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
07/02/2020,1.0,33,1.0,Grupo Vida Y Bienestar,0.0,Homeless Shelter
07/02/2020,0.0,34,0.0,Harbor Recuperative Care (1),5.0,Recuperative Care Center
07/02/2020,0.0,35,1.0,Harbor Recuperative Care (2),0.0,Recuperative Care Center
07/02/2020,0.0,36,11.0,Hope For Home Pomona,0.0,Homeless Shelter
07/02/2020,0.0,37,1.0,Hope of The Valley Pacoima Winter Shelter (1),0.0,Homeless Shelter
07/02/2020,0.0,38,0.0,Hope of The Valley Pacoima Winter Shelter (2),1.0,Homeless Shelter
07/02/2020,0.0,39,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
07/02/2020,0.0,40,0.0,Illumination Foundation Recuperative Care Alhambra,4.0,Recuperative Care Center
07/02/2020,0.0,41,0.0,Illumination Foundation Recuperative Care La,4.0,Recuperative Care Center
07/02/2020,0.0,42,11.0,La Family Housing,0.0,Homeless Shelter
07/02/2020,1.0,43,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
07/02/2020,0.0,44,3.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
07/02/2020,0.0,45,3.0,Outdoor Congregate Area - Boyle Heights,0.0,Homeless Encampment
07/02/2020,0.0,46,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
07/02/2020,0.0,47,0.0,Pathways Men's Shelter,1.0,Homeless Shelter
07/02/2020,0.0,48,1.0,Providence House,0.0,Homeless Shelter
07/02/2020,0.0,49,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
07/02/2020,0.0,50,1.0,Roots To Grow,0.0,Homeless Shelter
07/02/2020,0.0,51,7.0,Russ Hotel,0.0,Hotel Motel
07/02/2020,0.0,52,5.0,Safe Sleep Program,0.0,Homeless Encampment
07/02/2020,0.0,53,1.0,Salvation Army Bell Shelter,7.0,Homeless Shelter
07/02/2020,0.0,54,0.0,Serenity - Recuperative Care,1.0,Recuperative Care Center
07/02/2020,0.0,55,0.0,Steinmetz Shelter,4.0,Homeless Shelter
07/02/2020,0.0,56,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
07/02/2020,0.0,57,2.0,The Midnight Mission (1),0.0,Homeless Shelter
07/02/2020,0.0,58,1.0,The Midnight Mission (2),1.0,Homeless Shelter
07/02/2020,0.0,59,13.0,The Whole Child Interim Safe Families Shelter,2.0,Homeless Shelter
07/02/2020,3.0,60,100.0,Union Rescue Mission,7.0,Homeless Shelter
07/02/2020,0.0,61,2.0,Valerio House,0.0,Homeless Shelter
07/02/2020,1.0,62,7.0,Weingart Center AB109,2.0,Homeless Shelter
07/02/2020,0.0,63,1.0,Westchester Recreation Center,0.0,Homeless Shelter
07/02/2020,0.0,64,3.0,Westwood Recreation Center,3.0,Homeless Shelter
07/02/2020,0.0,65,1.0,Woodland - Hills - Recreation - Center,0.0,Homeless Shelter
07/02/2020,2.0,66,6.0,Zahn Memorial Center,3.0,Homeless Shelter
07/02/2020,9.0,Total,284.0,,53.0,
07/03/2020,0.0,1,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
07/03/2020,0.0,2,1.0,Bassett Park Winter Shelter,6.0,Homeless Shelter
07/03/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
07/03/2020,0.0,4,1.0,Echo Park Recreation Center Shelter,0.0,Homeless Shelter
07/03/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
07/03/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
07/03/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
07/03/2020,0.0,8,1.0,Encampment - Central LA #3,0.0,Homeless Encampment
07/03/2020,0.0,9,1.0,Encampment - Central LA #4,0.0,Homeless Encampment
07/03/2020,0.0,10,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
07/03/2020,0.0,11,4.0,Encampment - East LA,0.0,Homeless Encampment
07/03/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
07/03/2020,0.0,13,3.0,Encampment - Hollywood #3,0.0,Homeless Encampment
07/03/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
07/03/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
07/03/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
07/03/2020,0.0,17,4.0,Encampment - McArthur Park,0.0,Homeless Encampment
07/03/2020,0.0,18,2.0,Encampment - Nevin,0.0,Homeless Encampment
07/03/2020,0.0,19,1.0,Encampment - North Hollywood,0.0,Homeless Encampment
07/03/2020,0.0,20,4.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
07/03/2020,0.0,21,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
07/03/2020,0.0,22,1.0,Encampment - San Pedro,0.0,Homeless Encampment
07/03/2020,0.0,23,1.0,Encampment - South Gate,0.0,Homeless Encampment
07/03/2020,0.0,24,3.0,Encampment - South LA,0.0,Homeless Encampment
07/03/2020,0.0,25,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
07/03/2020,1.0,26,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
07/03/2020,0.0,27,1.0,Encampment - Wilshire Center,0.0,Homeless Encampment
07/03/2020,0.0,28,1.0,Encampment- Central LA #5,0.0,Homeless Encampment
07/03/2020,0.0,29,1.0,Florence Apartments,0.0,Homeless Shelter
07/03/2020,0.0,30,0.0,Good Seed Shelter,1.0,Homeless Shelter
07/03/2020,0.0,31,9.0,Grupo 24 Horas de Alcoholicos Anoninmos Los Angeles,0.0,Homeless Shelter
07/03/2020,0.0,32,3.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
07/03/2020,1.0,33,1.0,Grupo Vida Y Bienestar,0.0,Homeless Shelter
07/03/2020,0.0,34,0.0,Harbor Recuperative Care (1),5.0,Recuperative Care Center
07/03/2020,0.0,35,1.0,Harbor Recuperative Care (2),0.0,Recuperative Care Center
07/03/2020,0.0,36,11.0,Hope For Home Pomona,0.0,Homeless Shelter
07/03/2020,0.0,37,1.0,Hope of The Valley Pacoima Winter Shelter (1),0.0,Homeless Shelter
07/03/2020,0.0,38,0.0,Hope of The Valley Pacoima Winter Shelter (2),1.0,Homeless Shelter
07/03/2020,0.0,39,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
07/03/2020,0.0,40,0.0,Illumination Foundation Recuperative Care Alhambra,4.0,Recuperative Care Center
07/03/2020,0.0,41,0.0,Illumination Foundation Recuperative Care La,4.0,Recuperative Care Center
07/03/2020,0.0,42,11.0,La Family Housing,0.0,Homeless Shelter
07/03/2020,1.0,43,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
07/03/2020,0.0,44,3.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
07/03/2020,0.0,45,3.0,Outdoor Congregate Area - Boyle Heights,0.0,Homeless Encampment
07/03/2020,0.0,46,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
07/03/2020,0.0,47,0.0,Pathways Men's Shelter,1.0,Homeless Shelter
07/03/2020,0.0,48,1.0,Providence House,0.0,Homeless Shelter
07/03/2020,0.0,49,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
07/03/2020,0.0,50,1.0,Roots To Grow,0.0,Homeless Shelter
07/03/2020,0.0,51,7.0,Russ Hotel,0.0,Hotel Motel
07/03/2020,0.0,52,5.0,Safe Sleep Program,0.0,Homeless Encampment
07/03/2020,0.0,53,1.0,Salvation Army Bell Shelter,7.0,Homeless Shelter
07/03/2020,0.0,54,0.0,Serenity - Recuperative Care,1.0,Recuperative Care Center
07/03/2020,0.0,55,0.0,Steinmetz Shelter,4.0,Homeless Shelter
07/03/2020,0.0,56,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
07/03/2020,0.0,57,2.0,The Midnight Mission (1),0.0,Homeless Shelter
07/03/2020,0.0,58,1.0,The Midnight Mission (2),1.0,Homeless Shelter
07/03/2020,0.0,59,13.0,The Whole Child Interim Safe Families Shelter,2.0,Homeless Shelter
07/03/2020,3.0,60,100.0,Union Rescue Mission,7.0,Homeless Shelter
07/03/2020,0.0,61,2.0,Valerio House,0.0,Homeless Shelter
07/03/2020,1.0,62,7.0,Weingart Center AB109,2.0,Homeless Shelter
07/03/2020,0.0,63,1.0,Westchester Recreation Center,0.0,Homeless Shelter
07/03/2020,0.0,64,3.0,Westwood Recreation Center,3.0,Homeless Shelter
07/03/2020,0.0,65,1.0,Woodland - Hills - Recreation - Center,0.0,Homeless Shelter
07/03/2020,2.0,66,6.0,Zahn Memorial Center,3.0,Homeless Shelter
07/03/2020,9.0,Total,284.0,,53.0,
07/04/2020,0.0,1,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
07/04/2020,0.0,2,1.0,Bassett Park Winter Shelter,6.0,Homeless Shelter
07/04/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
07/04/2020,0.0,4,1.0,Echo Park Recreation Center Shelter,0.0,Homeless Shelter
07/04/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
07/04/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
07/04/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
07/04/2020,0.0,8,1.0,Encampment - Central LA #3,0.0,Homeless Encampment
07/04/2020,0.0,9,1.0,Encampment - Central LA #4,0.0,Homeless Encampment
07/04/2020,0.0,10,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
07/04/2020,0.0,11,4.0,Encampment - East LA,0.0,Homeless Encampment
07/04/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
07/04/2020,0.0,13,3.0,Encampment - Hollywood #3,0.0,Homeless Encampment
07/04/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
07/04/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
07/04/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
07/04/2020,0.0,17,4.0,Encampment - McArthur Park,0.0,Homeless Encampment
07/04/2020,0.0,18,2.0,Encampment - Nevin,0.0,Homeless Encampment
07/04/2020,0.0,19,1.0,Encampment - North Hollywood,0.0,Homeless Encampment
07/04/2020,0.0,20,4.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
07/04/2020,0.0,21,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
07/04/2020,0.0,22,1.0,Encampment - San Pedro,0.0,Homeless Encampment
07/04/2020,0.0,23,1.0,Encampment - South Gate,0.0,Homeless Encampment
07/04/2020,0.0,24,3.0,Encampment - South LA,0.0,Homeless Encampment
07/04/2020,0.0,25,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
07/04/2020,1.0,26,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
07/04/2020,0.0,27,1.0,Encampment - Wilshire Center,0.0,Homeless Encampment
07/04/2020,0.0,28,1.0,Encampment- Central LA #5,0.0,Homeless Encampment
07/04/2020,0.0,29,1.0,Florence Apartments,0.0,Homeless Shelter
07/04/2020,0.0,30,0.0,Good Seed Shelter,1.0,Homeless Shelter
07/04/2020,0.0,31,9.0,Grupo 24 Horas de Alcoholicos Anoninmos Los Angeles,0.0,Homeless Shelter
07/04/2020,0.0,32,3.0,Grupo Empezar A Vivir,0.0,Homeless Shelter
07/04/2020,1.0,33,1.0,Grupo Vida Y Bienestar,0.0,Homeless Shelter
07/04/2020,0.0,34,0.0,Harbor Recuperative Care (1),5.0,Recuperative Care Center
07/04/2020,0.0,35,1.0,Harbor Recuperative Care (2),0.0,Recuperative Care Center
07/04/2020,0.0,36,11.0,Hope For Home Pomona,0.0,Homeless Shelter
07/04/2020,0.0,37,1.0,Hope of The Valley Pacoima Winter Shelter (1),0.0,Homeless Shelter
07/04/2020,0.0,38,0.0,Hope of The Valley Pacoima Winter Shelter (2),1.0,Homeless Shelter
07/04/2020,0.0,39,1.0,Iglesia Evangelica Emanuel,0.0,Homeless Shelter
07/04/2020,0.0,40,0.0,Illumination Foundation Recuperative Care Alhambra,4.0,Recuperative Care Center
07/04/2020,0.0,41,0.0,Illumination Foundation Recuperative Care La,4.0,Recuperative Care Center
07/04/2020,0.0,42,11.0,La Family Housing,0.0,Homeless Shelter
07/04/2020,1.0,43,30.0,Los Angeles Mission - Men's Shelter,0.0,Homeless Shelter
07/04/2020,0.0,44,3.0,Martin Luther King Junior Recuperative Care Center,0.0,Recuperative Care Center
07/04/2020,0.0,45,3.0,Outdoor Congregate Area - Boyle Heights,0.0,Homeless Encampment
07/04/2020,0.0,46,3.0,Pan Pacific Park Recreation Center,0.0,Homeless Shelter
07/04/2020,0.0,47,0.0,Pathways Men's Shelter,1.0,Homeless Shelter
07/04/2020,0.0,48,1.0,Providence House,0.0,Homeless Shelter
07/04/2020,0.0,49,0.0,Proyecto Pastoral Shelter,1.0,Homeless Shelter
07/04/2020,0.0,50,1.0,Roots To Grow,0.0,Homeless Shelter
07/04/2020,0.0,51,7.0,Russ Hotel,0.0,Hotel Motel
07/04/2020,0.0,52,5.0,Safe Sleep Program,0.0,Homeless Encampment
07/04/2020,0.0,53,1.0,Salvation Army Bell Shelter,7.0,Homeless Shelter
07/04/2020,0.0,54,0.0,Serenity - Recuperative Care,1.0,Recuperative Care Center
07/04/2020,0.0,55,0.0,Steinmetz Shelter,4.0,Homeless Shelter
07/04/2020,0.0,56,6.0,Testimonial Community Love Center,0.0,Homeless Shelter
07/04/2020,0.0,57,2.0,The Midnight Mission (1),0.0,Homeless Shelter
07/04/2020,0.0,58,1.0,The Midnight Mission (2),1.0,Homeless Shelter
07/04/2020,0.0,59,13.0,The Whole Child Interim Safe Families Shelter,2.0,Homeless Shelter
07/04/2020,3.0,60,100.0,Union Rescue Mission,7.0,Homeless Shelter
07/04/2020,0.0,61,2.0,Valerio House,0.0,Homeless Shelter
07/04/2020,1.0,62,7.0,Weingart Center AB109,2.0,Homeless Shelter
07/04/2020,0.0,63,1.0,Westchester Recreation Center,0.0,Homeless Shelter
07/04/2020,0.0,64,3.0,Westwood Recreation Center,3.0,Homeless Shelter
07/04/2020,0.0,65,1.0,Woodland - Hills - Recreation - Center,0.0,Homeless Shelter
07/04/2020,2.0,66,6.0,Zahn Memorial Center,3.0,Homeless Shelter
07/04/2020,9.0,Total,284.0,,53.0,
07/05/2020,0.0,1,1.0,Abundance Blessing Shelter,0.0,Homeless Shelter
07/05/2020,0.0,2,1.0,Bassett Park Winter Shelter,6.0,Homeless Shelter
07/05/2020,0.0,3,1.0,Bryant Temple Women's Winter Shelter,0.0,Homeless Shelter
07/05/2020,0.0,4,1.0,Echo Park Recreation Center Shelter,0.0,Homeless Shelter
07/05/2020,0.0,5,2.0,Encampment - 27th District,0.0,Homeless Encampment
07/05/2020,0.0,6,1.0,Encampment - Boyle Heights,0.0,Homeless Encampment
07/05/2020,0.0,7,1.0,Encampment - Central LA,0.0,Homeless Encampment
07/05/2020,0.0,8,1.0,Encampment - Central LA #3,0.0,Homeless Encampment
07/05/2020,0.0,9,1.0,Encampment - Central LA #4,0.0,Homeless Encampment
07/05/2020,0.0,10,1.0,Encampment - Chatsworth,0.0,Homeless Encampment
07/05/2020,0.0,11,4.0,Encampment - East LA,0.0,Homeless Encampment
07/05/2020,0.0,12,1.0,Encampment - Hollywood #2,0.0,Homeless Encampment
07/05/2020,0.0,13,3.0,Encampment - Hollywood #3,0.0,Homeless Encampment
07/05/2020,0.0,14,1.0,Encampment - Hollywood #4,0.0,Homeless Encampment
07/05/2020,0.0,15,1.0,Encampment - Hollywood #5,0.0,Homeless Encampment
07/05/2020,0.0,16,1.0,Encampment - Hollywood #6,0.0,Homeless Encampment
07/05/2020,0.0,17,4.0,Encampment - McArthur Park,0.0,Homeless Encampment
07/05/2020,0.0,18,2.0,Encampment - Nevin,0.0,Homeless Encampment
07/05/2020,0.0,19,1.0,Encampment - North Hollywood,0.0,Homeless Encampment
07/05/2020,0.0,20,4.0,Encampment - North Hollywood Studio City,0.0,Homeless Encampment
07/05/2020,0.0,21,1.0,Encampment - Pico Rivera,0.0,Homeless Encampment
07/05/2020,0.0,22,1.0,Encampment - San Pedro,0.0,Homeless Encampment
07/05/2020,0.0,23,1.0,Encampment - South Gate,0.0,Homeless Encampment
07/05/2020,0.0,24,3.0,Encampment - South LA,0.0,Homeless Encampment
07/05/2020,0.0,25,2.0,Encampment - Taylor Junction,0.0,Homeless Encampment
07/05/2020,1.0,26,6.0,Encampment - Van Nuys,0.0,Homeless Encampment
